,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,genre,duration
3733,74,78.0,All Of A Sudden  (feat. Moneybagg Yo),Lil Baby,12.0,2432052,5.2%,https://www.youtube.com/watch?v=fyyn-dFALfI,[],Unknown
3734,75,70.0,Fuck Love (feat. Trippie Redd),XXXTENTACION,11.0,2413043,-7.1%,https://www.youtube.com/watch?v=JcWOSgImiRw,"['trap', 'emo rap', 'rap', 'miami hip hop', 'melodic rap']",146520
3735,76,73.0,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,2.0,2382003,-5.5%,https://www.youtube.com/watch?v=tKAv7eOK2dg,"['trap', 'rap', 'drill', 'miami hip hop', 'underground hip hop', 'hip hop', 'dark trap']",231333
3736,77,71.0,Southside,Lil Baby,11.0,2365062,-6.2%,https://www.youtube.com/watch?v=d-2KRSezHb0,"['southern hip hop', 'trap', 'houston rap', 'crunk', 'gangster rap', 'deep southern trap', 'chopped and screwed', 'dirty south rap']",291626
3737,79,74.0,Fed Up,Derez De'Shon ,2.0,2317034,-5%,https://www.youtube.com/watch?v=6kiwFuM9SCM,"['southern hip hop', 'trap', 'rap', 'miami hip hop', 'florida rap', 'hip hop', 'melodic rap']",201299
3738,80,47.0,Like A Girl,Haschak Sisters,5.0,2274279,-30.2%,https://www.youtube.com/watch?v=y7L9kfTzU2k,"['transpop', 'deconstructed club', 'experimental club', 'escape room', 'experimental electronic']",190790
3739,81,87.0,Nowadays (feat. Landon Cube),Lil Skies,20.0,2263455,7.4%,https://www.youtube.com/watch?v=DlFmfxACvig,"['trap', 'emo rap', 'rap', 'vapor trap', 'sad rap', 'underground hip hop', 'melodic rap', 'pop rap']",203907
3740,82,86.0,Bella,Wolfine,12.0,2252688,6.7%,https://www.youtube.com/watch?v=jjuSfhYiup8,"['ranchera', 'latin pop', 'latin', 'mexican pop', 'rock en espanol']",204186
3741,83,85.0,lovely,Billie Eilish & Khalid,8.0,2245004,4.2%,https://www.youtube.com/watch?v=V1Pl8CzNzCw,[],200204
3742,85,88.0,Self Care,Mac Miller,2.0,2216577,5.1%,https://www.youtube.com/watch?v=SsKT0s5J8ko,"['pittsburgh rap', 'hip hop', 'rap']",345133
3743,87,72.0,I Kill People (feat. Tadoe & Chief Keef),Trippie Redd,7.0,2159773,-14.3%,https://www.youtube.com/watch?v=0yyay2p4oGo,[],Unknown
3744,90,81.0,We Poppin' (feat. Birdman),YoungBoy Never Broke Again,12.0,2087053,-7.4%,https://www.youtube.com/watch?v=SKexLz5QRN0,"['trap', 'southern hip hop', 'rap', 'baton rouge rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",245174
3745,91,76.0,Simple,Florida Georgia Line,5.0,2085061,-10.4%,https://www.youtube.com/watch?v=3GeaYy6zlXU,"['alternative metal', 'post-grunge', 'rock', 'alternative rock', 'pop rock']",224986
3746,92,95.0,Simple Man (Live),Lynyrd Skynyrd,9.0,2053631,3.1%,https://www.youtube.com/watch?v=Mqfwbf3X8SA,[],Unknown
3747,93,79.0,Look at Me!,XXXTENTACION,6.0,2042770,-10.6%,https://www.youtube.com/watch?v=wJGcwEv7838,['pony'],226951
3748,94,89.0,Beautiful Crazy,Luke Combs,11.0,1986465,-5.5%,https://www.youtube.com/watch?v=rItv9i6c7AY,['big beat'],242706
3749,95,91.0,Everybody Dies In Their Nightmares,XXXTENTACION,6.0,1966109,-3.9%,https://www.youtube.com/watch?v=7JGDWKJfgxQ,"['emo rap', 'miami hip hop']",95466
3750,96,63.0,Sold Out Dates (feat. Lil Baby),Gunna,9.0,1946895,-27.5%,https://www.youtube.com/watch?v=wp6oQlb--Ks,"['trap', 'atl hip hop', 'rap', 'atl trap', 'hip hop', 'melodic rap']",166368
3751,98,92.0,Solo (feat. Demi Lovato),Clean Bandit,2.0,1881071,-7.8%,https://www.youtube.com/watch?v=8JnfIa84TnU,"['uk funky', 'pop', 'edm', 'pop dance', 'post-teen pop', 'uk dance', 'dance pop', 'tropical house']",222653
3752,1,2.0,FEFE,"6ix9ine, Nicki Minaj & Murda Beatz",2.0,23717429,40.9%,https://www.youtube.com/watch?v=V_MXGdSBbAI,"['emo rap', 'pop', 'rap', 'hip pop', 'queens hip hop', 'post-teen pop', 'canadian trap', 'canadian hip hop', 'dance pop', 'pop rap']",179404
3753,2,1.0,In My Feelings,Drake,4.0,23689934,-4.1%,https://www.youtube.com/watch?v=DRS_PpOrUZ4,"['rap', 'toronto rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",217925
3754,3,3.0,I Like It,"Cardi B, Bad Bunny & J Balvin",17.0,14524594,6.3%,https://www.youtube.com/watch?v=xTlNMmZKwpA,"['quiet storm', 'urban contemporary', 'post-disco', 'soul', 'disco', 'new jack swing', 'motown', 'r&b', 'funk']",279133
3755,4,4.0,Lucid Dreams,Juice WRLD,15.0,13258595,6.6%,https://www.youtube.com/watch?v=mzB1VGEGcSU,"['chicago rap', 'melodic rap']",239960
3756,5,6.0,Girls Like You (feat. Cardi B),Maroon 5,10.0,12374229,21.6%,https://www.youtube.com/watch?v=aJOTlE1K90k,"['pop', 'rap', 'post-teen pop', 'pop rock', 'dance pop', 'pop rap']",235545
3757,6,5.0,Taste (feat. Offset),Tyga,9.0,11116946,-5.1%,https://www.youtube.com/watch?v=LjxulQ1bEWg,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'dance pop', 'pop rap']",229210
3758,7,7.0,Boo'd Up,Ella Mai,19.0,9373765,-3.7%,https://www.youtube.com/watch?v=6YNZlXfW6Ho,"['pop', 'urban contemporary', 'rap', 'post-teen pop', 'pop r&b', 'r&b', 'uk contemporary r&b', 'dance pop', 'pop rap']",239341
3759,8,8.0,SAD!,XXXTENTACION,21.0,8788150,-9.7%,https://www.youtube.com/watch?v=pgN-vvVVxMA,"['emo rap', 'miami hip hop']",166605
3760,10,9.0,"BIG BANK (feat. 2 Chainz, Big Sean & Nicki Minaj)",YG,9.0,7044549,-22.4%,https://www.youtube.com/watch?v=z61GFxVD8K4,[],Unknown
3761,11,10.0,Yes Indeed,Lil Baby & Drake,10.0,6292656,-7.6%,https://www.youtube.com/watch?v=KMJbJS6_8Ys,"['adult standards', 'soul', 'piano blues', 'classic soul', 'soul blues', 'jazz blues', 'vocal jazz']",130213
3762,12,11.0,Te Bote Remix,"Anuel AA, Nio Garcia, Darell & Casper Magico",16.0,6275006,-6.9%,https://www.youtube.com/watch?v=9jI-z9QN6g8,[],Unknown
3763,13,12.0,Psycho (feat. Ty Dolla $ign),Post Malone,23.0,5874178,-5.1%,https://www.youtube.com/watch?v=au2n7VVGv_c,"['southern hip hop', 'trap', 'pop', 'rap', 'hip hop', 'trap soul', 'r&b', 'dfw rap', 'melodic rap', 'pop rap']",221440
3764,14,13.0,Moonlight,XXXTENTACION,12.0,5873419,-4%,https://www.youtube.com/watch?v=ic9KOmxNrDc,"['j-poprock', 'j-rock', 'j-pop', 'japanese alternative rock', 'piano rock']",228386
3765,16,14.0,God is a woman,Ariana Grande,3.0,5103812,-10.2%,https://www.youtube.com/watch?v=kHLHSlExFis,"['post-teen pop', 'pop', 'dance pop']",197546
3766,17,17.0,FRIENDS,Marshmello & Anne-Marie,22.0,5101156,-1.8%,https://www.youtube.com/watch?v=jzD_yyEcp0M,"['canadian contemporary r&b', 'indie electropop']",184342
3767,18,15.0,God’s Plan,Drake,28.0,4999251,-6.4%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,"['bluegrass', 'traditional bluegrass', 'progressive bluegrass']",199746
3768,19,20.0,Genie,YoungBoy Never Broke Again,18.0,4518777,-2.5%,https://www.youtube.com/watch?v=nQ1mmVG-G1g,['soca'],238826
3769,20,23.0,Perfect,Ed Sheeran,44.0,4316271,-0.4%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,"['pop punk', 'emo']",220360
3770,22,26.0,Heaven,Kane Brown,30.0,4250497,4.2%,https://www.youtube.com/watch?v=dRX0wDNK6S4,"['pop dance', 'pop', 'dance pop', 'edm']",277261
3771,23,18.0,changes,XXXTENTACION,22.0,4230679,-9.6%,https://www.youtube.com/watch?v=f0bbDFRYD_A,"['emo rap', 'miami hip hop']",121886
3772,24,19.0,Freaky Friday (feat. Chris Brown),Lil Dicky,21.0,4212753,-9.4%,https://www.youtube.com/watch?v=aZla1ttZHaw,"['pop', 'rap', 'comedy rap', 'r&b', 'dance pop', 'pop rap']",216631
3773,25,43.0,Level Up,Ciara,2.0,4196467,24.6%,https://www.youtube.com/watch?v=Dh-ULbQmmF8,"['piano rock', 'melancholia', 'ectofolk', 'lilith']",233253
3774,26,36.0,Karma,Queen Naija,5.0,4068888,14.4%,https://www.youtube.com/watch?v=bf71mnxB9kI,"['urban contemporary', 'pop', 'hip pop', 'r&b', 'neo soul']",256000
3775,27,29.0,That's On Me,Yella Beezy,13.0,3968576,4.5%,https://www.youtube.com/watch?v=tCev_IcVxcU,"['trap', 'southern hip hop', 'rap', 'houston rap', 'hip hop', 'dfw rap']",219552
3776,28,25.0,no tears left to cry,Ariana Grande,15.0,3938889,-6.4%,https://www.youtube.com/watch?v=ffxKSjUwKdU,"['post-teen pop', 'pop', 'dance pop']",205920
3777,29,16.0,Nice For What,Drake,17.0,3923935,-24.7%,https://www.youtube.com/watch?v=U9BwWKXjVaI,"['rap', 'toronto rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",210746
3778,30,22.0,I'm Upset,Drake,7.0,3831603,-13.7%,https://www.youtube.com/watch?v=wS4ESheuHDY,"['rap', 'toronto rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",214466
3779,31,21.0,Plug Walk (feat. Dark Polo Gang),Rich The Kid,25.0,3768512,-15.5%,https://www.youtube.com/watch?v=ToY6sjSV8h8,[],Unknown
3780,32,31.0,Medicine,Queen Naija,23.0,3750594,1%,https://www.youtube.com/watch?v=dc89yyOS0Z8,"['pop rock', 'dream pop', 'lilith', 'alternative rock', 'alternative pop', 'new wave pop']",223626
3781,33,28.0,I Fall Apart,Post Malone,23.0,3694305,-4.1%,https://www.youtube.com/watch?v=gk0nB9vvYfU,"['rap', 'dfw rap', 'melodic rap']",223346
3782,34,32.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,41.0,3679005,1.1%,https://www.youtube.com/watch?v=zDo0H8Fm7d0,"['pop', 'country', 'country road', 'electropop', 'contemporary country', 'alt z', 'post-teen pop', 'modern country rock', 'country pop', 'dance pop', 'pop rap']",163870
3783,35,44.0,Freestyle,Lil Baby,24.0,3648651,8.4%,https://www.youtube.com/watch?v=MHryuYVyHhk,"['trap', 'atl trap', 'atl hip hop', 'rap']",162053
3784,36,45.0,Oye Mujer,Raymix,15.0,3582047,7.6%,https://www.youtube.com/watch?v=qqqMyxv5al4,['cumbia sonidera'],243333
3785,37,34.0,I'm a Mess,Bebe Rexha,4.0,3560727,-1.6%,https://www.youtube.com/watch?v=LdH7aFjDzjI,"['pop', 'uk pop']",244573
3786,38,58.0,Ocean (feat. Jacquees),TK Kravitz,12.0,3445234,20.7%,https://www.youtube.com/watch?v=pllOwLWU3eY,"['pop', 'atl hip hop', 'rap', 'urban contemporary', 'pop r&b', 'r&b', 'dance pop', 'pop rap']",219437
3787,39,35.0,Havana (feat. Young Thug),Camila Cabello,44.0,3430795,-4.1%,https://www.youtube.com/watch?v=BQ0mxQXmLsk,"['trap', 'pop', 'atl hip hop', 'atl trap', 'rap', 'electropop', 'post-teen pop', 'hip hop', 'gangster rap', 'dance pop', 'melodic rap', 'pop rap']",214773
3788,40,30.0,Narcos,Migos,8.0,3408850,-9.3%,https://www.youtube.com/watch?v=unh8kWUuNt4,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'pop rap']",255378
3789,41,38.0,Ric Flair Drip,"Offset, Metro Boomin & 21 Savage",37.0,3360213,-2.9%,https://www.youtube.com/watch?v=LPTlvQ1Zet0,[],175400
3790,43,40.0,Sin Pijama,Becky G & Natti Natasha,7.0,3341328,-2.7%,https://www.youtube.com/watch?v=zEf423kYfqk,"['pop', 'latin pop', 'latin', 'rap latina', 'tropical', 'reggaeton', 'latin viral pop', 'trap latino', 'dance pop']",190160
3791,44,47.0,El Farsante (Remix),Ozuna,34.0,3302805,2.7%,https://www.youtube.com/watch?v=wfWkmURBNv8,[],Unknown
3792,45,41.0,Jocelyn Flores,XXXTENTACION,21.0,3267815,-4.5%,https://www.youtube.com/watch?v=FAucVNRx_mU,"['emo rap', 'miami hip hop']",119133
3793,46,72.0,Sober,Demi Lovato,3.0,3266021,31.4%,https://www.youtube.com/watch?v=vORIohoI4m0,"['pop', 'rap', 'oakland hip hop', 'post-teen pop', 'viral pop', 'indie pop rap', 'hip hop', 'dance pop', 'pop rap']",203960
3794,47,33.0,Walk It Talk It (feat. Drake),Migos,27.0,3209428,-11.4%,https://www.youtube.com/watch?v=fGqdIPer-ms,[],Unknown
3795,48,67.0,31 DAYS,Future,3.0,3132989,19%,https://www.youtube.com/watch?v=rcTIq5mtRRM,[],Unknown
3796,49,51.0,Sativa (feat. Rae Sremmurd),Jhené Aiko,23.0,3070116,1%,https://www.youtube.com/watch?v=5x-d3pabd5o,[],Unknown
3797,50,24.0,X,Nicky Jam & J Balvin,20.0,3005100,-29.2%,https://www.youtube.com/watch?v=_I_D_8Z4sJE,"['swedish soul', 'swedish pop']",196440
3798,51,50.0,Love Lies,Khalid & Normani,19.0,2964598,-3%,https://www.youtube.com/watch?v=xYtsL9znopI,"['glam metal', 'hard rock', 'rock']",249133
3799,52,39.0,Kream (feat. Tyga),Iggy Azalea,4.0,2958486,-14.2%,https://www.youtube.com/watch?v=t7lM7Bn16Zg,"['southern hip hop', 'trap', 'pop', 'rap', 'hip pop', 'australian hip hop', 'post-teen pop', 'hip hop', 'dance pop', 'pop rap']",166626
3800,53,57.0,All Girls Are The Same,Juice WRLD,12.0,2944674,2.3%,https://www.youtube.com/watch?v=h3EJICKwITw,"['chicago rap', 'melodic rap']",165819
3801,54,46.0,This Is America,Childish Gambino,13.0,2860560,-12.9%,https://www.youtube.com/watch?v=VYOjWnS4cMY,"['wind symphony', 'marching band', 'military band']",183906
3802,55,53.0,Through The Storm,YoungBoy Never Broke Again,17.0,2854991,-5.2%,https://www.youtube.com/watch?v=53_HPbH64_M,"['praise', 'contemporary gospel']",330106
3803,56,27.0,Drug Addicts,Lil Pump,4.0,2839767,-30.1%,https://www.youtube.com/watch?v=bnCT0GXgLJg,[],Unknown
3804,57,60.0,Call Out My Name,The Weeknd,18.0,2761764,-1.2%,https://www.youtube.com/watch?v=M4ZoCHID9GI,"['canadian contemporary r&b', 'pop', 'canadian pop']",228373
3805,58,86.0,Brindemos (feat. Ozuna),Anuel AA,2.0,2751329,24.9%,https://www.youtube.com/watch?v=kMPW3AvBf_o,[],Unknown
3806,59,59.0,Overdose,YoungBoy Never Broke Again,14.0,2726732,-3%,https://www.youtube.com/watch?v=YDQXzY11aS0,['corrosion'],315746
3807,60,49.0,Be Careful,Cardi B,18.0,2679435,-13.5%,https://www.youtube.com/watch?v=8zSRkr1nQNw,"['jazz saxophone', 'swedish jazz']",327826
3808,61,62.0,Estamos Bien,Bad Bunny,5.0,2669135,-1.2%,https://www.youtube.com/watch?v=bcHTl9h7TWI,['caracas indie'],74807
3809,62,37.0,Wasted (feat. Lil Uzi Vert),Juice WRLD,3.0,2641662,-25%,https://www.youtube.com/watch?v=6n4wt6gj7pA,"['trap', 'rap', 'chicago rap', 'philly rap', 'melodic rap']",258475
3810,63,55.0,APESHIT,The Carters,7.0,2618599,-11.8%,https://www.youtube.com/watch?v=kbMqWXnpXcA,[],159613
3811,64,74.0,All Of A Sudden  (feat. Moneybagg Yo),Lil Baby,13.0,2593902,6.7%,https://www.youtube.com/watch?v=fyyn-dFALfI,[],Unknown
3812,66,56.0,Introduccion B (El Cosita Mix),El Chombo,17.0,2554221,-12.2%,https://www.youtube.com/watch?v=LE6-4nAWEY0,[],Unknown
3813,68,63.0,TATI (feat. DJ SpinKing),6ix9ine,10.0,2466558,-8.3%,https://www.youtube.com/watch?v=UC6USOV4ewc,[],Unknown
3814,69,79.0,Fed Up,Derez De'Shon ,3.0,2433181,5%,https://www.youtube.com/watch?v=6kiwFuM9SCM,"['southern hip hop', 'trap', 'rap', 'miami hip hop', 'florida rap', 'hip hop', 'melodic rap']",201299
3815,70,82.0,Bella,Wolfine,13.0,2407407,6.9%,https://www.youtube.com/watch?v=jjuSfhYiup8,"['ranchera', 'latin pop', 'latin', 'mexican pop', 'rock en espanol']",204186
3816,71,70.0,Gotti,6ix9ine,15.0,2395444,-7.1%,https://www.youtube.com/watch?v=z5WrgDzNIZ0,['texas latin rap'],168650
3817,72,54.0,OTW (feat. 6LACK & Ty Dolla $ign),Khalid,12.0,2387314,-20%,https://www.youtube.com/watch?v=2e9diL0xTN4,[],Unknown
3818,73,61.0,No Es Justo,J Balvin & Zion & Lennox,2.0,2369790,-14.6%,https://www.youtube.com/watch?v=2zn4dAuZ2RU,"['latin hip hop', 'latin', 'reggaeton flow', 'reggaeton', 'trap latino', 'reggaeton colombiano']",251266
3819,74,83.0,lovely,Billie Eilish & Khalid,9.0,2351991,4.8%,https://www.youtube.com/watch?v=V1Pl8CzNzCw,[],200204
3820,75,52.0,Mi Cama,Karol G,5.0,2350773,-22.6%,https://www.youtube.com/watch?v=8-mloCL49vs,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",151400
3821,76,65.0,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,6.0,2331962,-12.4%,https://www.youtube.com/watch?v=IHNzOHi8sJs,[],Unknown
3822,77,76.0,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,3.0,2297435,-3.6%,https://www.youtube.com/watch?v=tKAv7eOK2dg,"['trap', 'rap', 'drill', 'miami hip hop', 'underground hip hop', 'hip hop', 'dark trap']",231333
3823,78,91.0,Simple,Florida Georgia Line,6.0,2231288,7%,https://www.youtube.com/watch?v=3GeaYy6zlXU,"['alternative metal', 'post-grunge', 'rock', 'alternative rock', 'pop rock']",224986
3824,79,92.0,Simple Man (Live),Lynyrd Skynyrd,10.0,2193688,6.8%,https://www.youtube.com/watch?v=Mqfwbf3X8SA,[],Unknown
3825,80,89.0,Youngblood,5 Seconds of Summer,3.0,2161823,1.1%,https://www.youtube.com/watch?v=-RJSbO8UZVY,"['pop', 'electropop', 'post-teen pop', 'boy band', 'dance pop']",203417
3826,81,98.0,Solo (feat. Demi Lovato),Clean Bandit,3.0,2159826,14.8%,https://www.youtube.com/watch?v=8JnfIa84TnU,"['uk funky', 'pop', 'edm', 'pop dance', 'post-teen pop', 'uk dance', 'dance pop', 'tropical house']",222653
3827,82,77.0,Southside,Lil Baby,12.0,2156751,-8.8%,https://www.youtube.com/watch?v=d-2KRSezHb0,"['southern hip hop', 'trap', 'houston rap', 'crunk', 'gangster rap', 'deep southern trap', 'chopped and screwed', 'dirty south rap']",291626
3828,83,94.0,Beautiful Crazy,Luke Combs,12.0,2102415,5.8%,https://www.youtube.com/watch?v=rItv9i6c7AY,['big beat'],242706
3829,84,69.0,Back To You,Selena Gomez,11.0,2101524,-18.9%,https://www.youtube.com/watch?v=VY1eFxgRR-k,"['trap', 'new orleans rap', 'rap', 'hip hop', 'pop rap']",329480
3830,86,66.0,ESSKEETIT,Lil Pump,16.0,2083016,-21.1%,https://www.youtube.com/watch?v=DPxL7dO5XPc,[],Unknown
3831,88,75.0,Fuck Love (feat. Trippie Redd),XXXTENTACION,12.0,2076526,-13.9%,https://www.youtube.com/watch?v=JcWOSgImiRw,"['trap', 'emo rap', 'rap', 'miami hip hop', 'melodic rap']",146520
3832,90,97.0,Do Better,Lil Donald,2.0,2044625,7%,https://www.youtube.com/watch?v=UnYni1SIXUw,"['dream pop', 'bedroom pop']",211142
3833,91,93.0,Look at Me!,XXXTENTACION,7.0,2033459,-0.5%,https://www.youtube.com/watch?v=wJGcwEv7838,['pony'],226951
3834,92,88.0,Lost It (feat. Quavo & Offset),Rich The Kid,2.0,2029609,-5.2%,https://www.youtube.com/watch?v=Ef42MvRVsKg,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'vapor trap', 'hip hop', 'plugg', 'melodic rap', 'pop rap']",272152
3835,94,73.0,Legends,Juice WRLD,6.0,2014709,-18.8%,https://www.youtube.com/watch?v=dIzgiclddlM,"['chicago rap', 'melodic rap']",191840
3836,96,90.0,We Poppin' (feat. Birdman),YoungBoy Never Broke Again,13.0,1956474,-6.3%,https://www.youtube.com/watch?v=SKexLz5QRN0,"['trap', 'southern hip hop', 'rap', 'baton rouge rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",245174
3837,100,95.0,Everybody Dies In Their Nightmares,XXXTENTACION,7.0,1908470,-2.9%,https://www.youtube.com/watch?v=7JGDWKJfgxQ,"['emo rap', 'miami hip hop']",95466
3838,1,2.0,In My Feelings,Drake,5.0,32140911,35.7%,https://www.youtube.com/watch?v=DRS_PpOrUZ4,"['rap', 'toronto rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",217925
3839,2,1.0,FEFE,"6ix9ine, Nicki Minaj & Murda Beatz",3.0,20970133,-11.6%,https://www.youtube.com/watch?v=V_MXGdSBbAI,"['emo rap', 'pop', 'rap', 'hip pop', 'queens hip hop', 'post-teen pop', 'canadian trap', 'canadian hip hop', 'dance pop', 'pop rap']",179404
3840,3,4.0,Lucid Dreams,Juice WRLD,16.0,13075060,-1.4%,https://www.youtube.com/watch?v=mzB1VGEGcSU,"['chicago rap', 'melodic rap']",239960
3841,4,5.0,Girls Like You (feat. Cardi B),Maroon 5,11.0,12592253,1.8%,https://www.youtube.com/watch?v=aJOTlE1K90k,"['pop', 'rap', 'post-teen pop', 'pop rock', 'dance pop', 'pop rap']",235545
3842,5,3.0,I Like It,"Cardi B, Bad Bunny & J Balvin",18.0,12072826,-16.9%,https://www.youtube.com/watch?v=xTlNMmZKwpA,"['quiet storm', 'urban contemporary', 'post-disco', 'soul', 'disco', 'new jack swing', 'motown', 'r&b', 'funk']",279133
3843,6,6.0,Taste (feat. Offset),Tyga,10.0,10744430,-3.4%,https://www.youtube.com/watch?v=LjxulQ1bEWg,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'dance pop', 'pop rap']",229210
3844,7,10.0,"BIG BANK (feat. 2 Chainz, Big Sean & Nicki Minaj)",YG,10.0,10185333,44.6%,https://www.youtube.com/watch?v=z61GFxVD8K4,[],Unknown
3845,8,8.0,SAD!,XXXTENTACION,22.0,8620918,-1.9%,https://www.youtube.com/watch?v=pgN-vvVVxMA,"['emo rap', 'miami hip hop']",166605
3846,9,7.0,Boo'd Up,Ella Mai,20.0,8541430,-8.9%,https://www.youtube.com/watch?v=6YNZlXfW6Ho,"['pop', 'urban contemporary', 'rap', 'post-teen pop', 'pop r&b', 'r&b', 'uk contemporary r&b', 'dance pop', 'pop rap']",239341
3847,11,9.0,"No Brainer (feat. Justin Bieber, Chance The Rapper & Quavo)",DJ Khaled,2.0,6621074,-20.3%,https://www.youtube.com/watch?v=kxloC1MKTpg,[],Unknown
3848,12,12.0,Te Bote Remix,"Anuel AA, Nio Garcia, Darell & Casper Magico",17.0,6528942,4%,https://www.youtube.com/watch?v=9jI-z9QN6g8,[],Unknown
3849,13,11.0,Yes Indeed,Lil Baby & Drake,11.0,6237211,-0.9%,https://www.youtube.com/watch?v=KMJbJS6_8Ys,"['adult standards', 'soul', 'piano blues', 'classic soul', 'soul blues', 'jazz blues', 'vocal jazz']",130213
3850,14,25.0,Level Up,Ciara,3.0,5941061,41.6%,https://www.youtube.com/watch?v=Dh-ULbQmmF8,"['piano rock', 'melancholia', 'ectofolk', 'lilith']",233253
3851,15,14.0,Moonlight,XXXTENTACION,13.0,5620274,-4.3%,https://www.youtube.com/watch?v=ic9KOmxNrDc,"['j-poprock', 'j-rock', 'j-pop', 'japanese alternative rock', 'piano rock']",228386
3852,17,13.0,Psycho (feat. Ty Dolla $ign),Post Malone,24.0,4888903,-16.8%,https://www.youtube.com/watch?v=au2n7VVGv_c,"['southern hip hop', 'trap', 'pop', 'rap', 'hip hop', 'trap soul', 'r&b', 'dfw rap', 'melodic rap', 'pop rap']",221440
3853,18,34.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,42.0,4711101,28.1%,https://www.youtube.com/watch?v=zDo0H8Fm7d0,"['pop', 'country', 'country road', 'electropop', 'contemporary country', 'alt z', 'post-teen pop', 'modern country rock', 'country pop', 'dance pop', 'pop rap']",163870
3854,20,18.0,God’s Plan,Drake,29.0,4606362,-7.9%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,"['bluegrass', 'traditional bluegrass', 'progressive bluegrass']",199746
3855,21,19.0,Genie,YoungBoy Never Broke Again,19.0,4549145,0.7%,https://www.youtube.com/watch?v=nQ1mmVG-G1g,['soca'],238826
3856,22,17.0,FRIENDS,Marshmello & Anne-Marie,23.0,4416409,-13.4%,https://www.youtube.com/watch?v=jzD_yyEcp0M,"['canadian contemporary r&b', 'indie electropop']",184342
3857,23,22.0,Heaven,Kane Brown,31.0,4369189,2.8%,https://www.youtube.com/watch?v=dRX0wDNK6S4,"['pop dance', 'pop', 'dance pop', 'edm']",277261
3858,24,20.0,Perfect,Ed Sheeran,45.0,4273350,-1%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,"['pop punk', 'emo']",220360
3859,25,16.0,God is a woman,Ariana Grande,4.0,4237956,-17%,https://www.youtube.com/watch?v=kHLHSlExFis,"['post-teen pop', 'pop', 'dance pop']",197546
3860,27,27.0,That's On Me,Yella Beezy,14.0,4041134,1.8%,https://www.youtube.com/watch?v=tCev_IcVxcU,"['trap', 'southern hip hop', 'rap', 'houston rap', 'hip hop', 'dfw rap']",219552
3861,30,23.0,changes,XXXTENTACION,23.0,3790907,-10.4%,https://www.youtube.com/watch?v=f0bbDFRYD_A,"['emo rap', 'miami hip hop']",121886
